funder;fos;university;year;funding
andere internationale Organisationen;Kunstwissenschaften;Universität Graz;2018;218
andere internationale Organisationen;Kunstwissenschaften;Universität Klagenfurt;2018;0
andere internationale Organisationen;Land- und Forstwirtschaft, Fischerei;Universität für Bodenkultur Wien;2018;6545
andere internationale Organisationen;Land- und Forstwirtschaft, Fischerei;Universität für Bodenkultur Wien;2017;26833
andere internationale Organisationen;Land- und Forstwirtschaft, Fischerei;Universität für Bodenkultur Wien;2016;5732
andere internationale Organisationen;Maschinenbau;Technische Universität Wien;2018;28866
andere internationale Organisationen;Maschinenbau;Technische Universität Wien;2017;21592
andere internationale Organisationen;Maschinenbau;Technische Universität Wien;2016;445
andere internationale Organisationen;Maschinenbau;Universität Klagenfurt;2018;0
andere internationale Organisationen;Maschinenbau;Universität Klagenfurt;2017;0
andere internationale Organisationen;Maschinenbau;Universität Klagenfurt;2016;0
andere internationale Organisationen;Mathematik;Universität Graz;2018;0
andere internationale Organisationen;Mathematik;Universität Graz;2017;0
andere internationale Organisationen;Mathematik;Universität Graz;2016;66
andere internationale Organisationen;Mathematik;Technische Universität Wien;2018;8835
andere internationale Organisationen;Mathematik;Technische Universität Wien;2017;5305
andere internationale Organisationen;Mathematik;Technische Universität Wien;2016;0
andere internationale Organisationen;Mathematik;Universität Klagenfurt;2018;0
andere internationale Organisationen;Mathematik;Universität Klagenfurt;2017;0
andere internationale Organisationen;Mathematik;Universität Klagenfurt;2016;0
andere internationale Organisationen;Medien- und Kommunikationswissenschaften;Universität Klagenfurt;2018;0
andere internationale Organisationen;Medizinische Biotechnologie;Medizinische Universität Graz;2018;12582
andere internationale Organisationen;Medizinisch-theoretische Wissenschaften, Pharmazie;Universität Graz;2018;0
andere internationale Organisationen;Medizinisch-theoretische Wissenschaften, Pharmazie;Universität Graz;2017;0
andere internationale Organisationen;Medizinisch-theoretische Wissenschaften, Pharmazie;Universität Graz;2016;424
andere internationale Organisationen;Medizinisch-theoretische Wissenschaften, Pharmazie;Medizinische Universität Wien;2018;86992
andere internationale Organisationen;Medizinisch-theoretische Wissenschaften, Pharmazie;Medizinische Universität Wien;2017;79602
andere internationale Organisationen;Medizinisch-theoretische Wissenschaften, Pharmazie;Medizinische Universität Wien;2016;33881
andere internationale Organisationen;Medizinisch-theoretische Wissenschaften, Pharmazie;Medizinische Universität Graz;2018;24436
andere internationale Organisationen;Medizinisch-theoretische Wissenschaften, Pharmazie;Medizinische Universität Graz;2017;39594
andere internationale Organisationen;Medizinisch-theoretische Wissenschaften, Pharmazie;Medizinische Universität Graz;2016;39140
andere internationale Organisationen;Medizinisch-theoretische Wissenschaften, Pharmazie;Technische Universität Wien;2018;3750
andere internationale Organisationen;Medizinisch-theoretische Wissenschaften, Pharmazie;Technische Universität Wien;2017;0
andere internationale Organisationen;Medizinisch-theoretische Wissenschaften, Pharmazie;Technische Universität Wien;2016;0
andere internationale Organisationen;Medizinisch-theoretische Wissenschaften, Pharmazie;Universität Klagenfurt;2018;0
andere internationale Organisationen;Medizinisch-theoretische Wissenschaften, Pharmazie;Universität Klagenfurt;2017;0
andere internationale Organisationen;Medizinisch-theoretische Wissenschaften, Pharmazie;Universität Klagenfurt;2016;0
andere internationale Organisationen;Medizintechnik;Medizinische Universität Wien;2018;0
andere internationale Organisationen;Medizintechnik;Medizinische Universität Wien;2017;12894
andere internationale Organisationen;Medizintechnik;Technische Universität Wien;2018;0
andere internationale Organisationen;Medizintechnik;Technische Universität Wien;2017;445
andere internationale Organisationen;Medizintechnik;Universität Linz;2018;544
andere internationale Organisationen;Medizintechnik;Universität Linz;2017;70
andere internationale Organisationen;Philosophie, Ethik, Religion;Universität Graz;2018;1289
andere internationale Organisationen;Philosophie, Ethik, Religion;Universität Klagenfurt;2018;0
andere internationale Organisationen;Physik, Astronomie;Universität Wien;2018;106062
andere internationale Organisationen;Physik, Astronomie;Universität Wien;2017;72801
andere internationale Organisationen;Physik, Astronomie;Universität Wien;2016;229824
andere internationale Organisationen;Physik, Astronomie;Universität Graz;2018;196896
andere internationale Organisationen;Physik, Astronomie;Universität Graz;2017;253062
andere internationale Organisationen;Physik, Astronomie;Universität Graz;2016;214235
andere internationale Organisationen;Physik, Astronomie;Universität Innsbruck;2018;138936
andere internationale Organisationen;Physik, Astronomie;Universität Innsbruck;2017;141777
andere internationale Organisationen;Physik, Astronomie;Universität Innsbruck;2016;172891
andere internationale Organisationen;Physik, Astronomie;Technische Universität Wien;2018;114053
andere internationale Organisationen;Physik, Astronomie;Technische Universität Wien;2017;95742
andere internationale Organisationen;Physik, Astronomie;Technische Universität Wien;2016;75645
andere internationale Organisationen;Physik, Astronomie;Universität Linz;2018;0
andere internationale Organisationen;Physik, Astronomie;Universität Linz;2017;0
andere internationale Organisationen;Physik, Astronomie;Universität Linz;2016;24603
andere internationale Organisationen;Politikwissenschaften;Universität für Bodenkultur Wien;2018;7052
andere internationale Organisationen;Politikwissenschaften;Universität für Bodenkultur Wien;2017;0
andere internationale Organisationen;Politikwissenschaften;Universität für Bodenkultur Wien;2016;0
andere internationale Organisationen;Politikwissenschaften;Universität Klagenfurt;2018;0
andere internationale Organisationen;Politikwissenschaften;Universität Klagenfurt;2017;0
andere internationale Organisationen;Politikwissenschaften;Universität Klagenfurt;2016;0
andere internationale Organisationen;Psychologie;Universität Graz;2018;-1026
andere internationale Organisationen;Psychologie;Universität Klagenfurt;2018;0
andere internationale Organisationen;Rechtswissenschaften;Universität Wien;2018;0
andere internationale Organisationen;Rechtswissenschaften;Universität Wien;2017;0
andere internationale Organisationen;Rechtswissenschaften;Universität Wien;2016;22660
andere internationale Organisationen;Rechtswissenschaften;Universität Graz;2018;7000
andere internationale Organisationen;Rechtswissenschaften;Universität Graz;2017;19155
andere internationale Organisationen;Rechtswissenschaften;Universität Graz;2016;25602
andere internationale Organisationen;Rechtswissenschaften;Universität Innsbruck;2018;0
andere internationale Organisationen;Rechtswissenschaften;Universität Innsbruck;2017;0
andere internationale Organisationen;Rechtswissenschaften;Universität Innsbruck;2016;2000
andere internationale Organisationen;Rechtswissenschaften;Technische Universität Wien;2018;0
andere internationale Organisationen;Rechtswissenschaften;Technische Universität Wien;2017;3902
andere internationale Organisationen;Rechtswissenschaften;Technische Universität Wien;2016;0
andere internationale Organisationen;Rechtswissenschaften;Wirtschaftsuniversität Wien;2018;154824
andere internationale Organisationen;Rechtswissenschaften;Wirtschaftsuniversität Wien;2017;184117
andere internationale Organisationen;Rechtswissenschaften;Wirtschaftsuniversität Wien;2016;71692
andere internationale Organisationen;Rechtswissenschaften;Universität Klagenfurt;2018;0
andere internationale Organisationen;Rechtswissenschaften;Universität Klagenfurt;2017;0
andere internationale Organisationen;Rechtswissenschaften;Universität Klagenfurt;2016;0
andere internationale Organisationen;Soziologie;Universität Graz;2018;0
andere internationale Organisationen;Soziologie;Universität Graz;2017;0
andere internationale Organisationen;Soziologie;Universität Graz;2016;104
andere internationale Organisationen;Soziologie;Technische Universität Wien;2018;0
andere internationale Organisationen;Soziologie;Technische Universität Wien;2017;3902
andere internationale Organisationen;Soziologie;Technische Universität Wien;2016;100
andere internationale Organisationen;Soziologie;Universität für Bodenkultur Wien;2018;127
andere internationale Organisationen;Soziologie;Universität für Bodenkultur Wien;2017;0
andere internationale Organisationen;Soziologie;Universität für Bodenkultur Wien;2016;1302
andere internationale Organisationen;Soziologie;Universität Klagenfurt;2018;1089
andere internationale Organisationen;Soziologie;Universität Klagenfurt;2017;0
andere internationale Organisationen;Soziologie;Universität Klagenfurt;2016;3172
andere internationale Organisationen;Sprach- und Literaturwissenschaften;Universität Graz;2018;22000
andere internationale Organisationen;Sprach- und Literaturwissenschaften;Universität Graz;2017;5338
andere internationale Organisationen;Sprach- und Literaturwissenschaften;Universität Innsbruck;2018;29970
andere internationale Organisationen;Sprach- und Literaturwissenschaften;Universität Innsbruck;2017;0
andere internationale Organisationen;Sprach- und Literaturwissenschaften;Universität Klagenfurt;2018;0
andere internationale Organisationen;Sprach- und Literaturwissenschaften;Universität Klagenfurt;2017;0
andere internationale Organisationen;Tierzucht, Tierproduktion;Universität für Bodenkultur Wien;2018;431
andere internationale Organisationen;Tierzucht, Tierproduktion;Universität für Bodenkultur Wien;2017;1500
andere internationale Organisationen;Tierzucht, Tierproduktion;Universität für Bodenkultur Wien;2016;52
andere internationale Organisationen;Umweltbiotechnologie;Universität für Bodenkultur Wien;2018;15618
andere internationale Organisationen;Umweltingenieurwesen, Angewandte Geowissenschaften;Universität Innsbruck;2018;0
andere internationale Organisationen;Umweltingenieurwesen, Angewandte Geowissenschaften;Universität Innsbruck;2017;0
andere internationale Organisationen;Umweltingenieurwesen, Angewandte Geowissenschaften;Universität Innsbruck;2016;0
andere internationale Organisationen;Umweltingenieurwesen, Angewandte Geowissenschaften;Technische Universität Wien;2018;227706
andere internationale Organisationen;Umweltingenieurwesen, Angewandte Geowissenschaften;Technische Universität Wien;2017;159905
andere internationale Organisationen;Umweltingenieurwesen, Angewandte Geowissenschaften;Technische Universität Wien;2016;30400
andere internationale Organisationen;Umweltingenieurwesen, Angewandte Geowissenschaften;Universität für Bodenkultur Wien;2018;0
andere internationale Organisationen;Umweltingenieurwesen, Angewandte Geowissenschaften;Universität für Bodenkultur Wien;2017;8321
andere internationale Organisationen;Umweltingenieurwesen, Angewandte Geowissenschaften;Universität für Bodenkultur Wien;2016;5517
andere internationale Organisationen;Umweltingenieurwesen, Angewandte Geowissenschaften;Universität Klagenfurt;2018;0
andere internationale Organisationen;Umweltingenieurwesen, Angewandte Geowissenschaften;Universität Klagenfurt;2017;0
andere internationale Organisationen;Umweltingenieurwesen, Angewandte Geowissenschaften;Universität Klagenfurt;2016;0
andere internationale Organisationen;Werkstofftechnik;Technische Universität Wien;2018;2643
andere internationale Organisationen;Werkstofftechnik;Technische Universität Wien;2017;500
andere internationale Organisationen;Werkstofftechnik;Technische Universität Wien;2016;445
andere internationale Organisationen;Wirtschaftswissenschaften;Universität Graz;2018;0
andere internationale Organisationen;Wirtschaftswissenschaften;Universität Graz;2017;0
andere internationale Organisationen;Wirtschaftswissenschaften;Universität Graz;2016;910
andere internationale Organisationen;Wirtschaftswissenschaften;Universität Innsbruck;2018;0
andere internationale Organisationen;Wirtschaftswissenschaften;Universität Innsbruck;2017;0
andere internationale Organisationen;Wirtschaftswissenschaften;Universität Innsbruck;2016;0
andere internationale Organisationen;Wirtschaftswissenschaften;Technische Universität Wien;2018;0
andere internationale Organisationen;Wirtschaftswissenschaften;Technische Universität Wien;2017;3001
andere internationale Organisationen;Wirtschaftswissenschaften;Technische Universität Wien;2016;0
andere internationale Organisationen;Wirtschaftswissenschaften;Universität für Bodenkultur Wien;2018;0
andere internationale Organisationen;Wirtschaftswissenschaften;Universität für Bodenkultur Wien;2017;0
andere internationale Organisationen;Wirtschaftswissenschaften;Universität für Bodenkultur Wien;2016;207
andere internationale Organisationen;Wirtschaftswissenschaften;Wirtschaftsuniversität Wien;2018;2672
andere internationale Organisationen;Wirtschaftswissenschaften;Wirtschaftsuniversität Wien;2017;95887
andere internationale Organisationen;Wirtschaftswissenschaften;Wirtschaftsuniversität Wien;2016;138835
andere internationale Organisationen;Wirtschaftswissenschaften;Universität Linz;2018;39797
andere internationale Organisationen;Wirtschaftswissenschaften;Universität Linz;2017;65606
andere internationale Organisationen;Wirtschaftswissenschaften;Universität Linz;2016;59020
andere internationale Organisationen;Wirtschaftswissenschaften;Universität Klagenfurt;2018;2179
andere internationale Organisationen;Wirtschaftswissenschaften;Universität Klagenfurt;2017;0
andere internationale Organisationen;Wirtschaftswissenschaften;Universität Klagenfurt;2016;6344
FFG;Agrarbiotechnologie, Lebensmittelbiotechnologie;Universität für Bodenkultur Wien;2018;91747
FFG;Agrarbiotechnologie, Lebensmittelbiotechnologie;Universität für Bodenkultur Wien;2017;71418
FFG;Agrarbiotechnologie, Lebensmittelbiotechnologie;Universität für Bodenkultur Wien;2016;-296
FFG;Andere Agrarwissenschaften;Montanuniversität Leoben;2018;10127
FFG;Andere Agrarwissenschaften;Montanuniversität Leoben;2017;19375
FFG;Andere Agrarwissenschaften;Montanuniversität Leoben;2016;20673
FFG;Andere Agrarwissenschaften;Universität für Bodenkultur Wien;2018;36208
FFG;Andere Agrarwissenschaften;Universität für Bodenkultur Wien;2017;29165
FFG;Andere Agrarwissenschaften;Universität für Bodenkultur Wien;2016;47571
FFG;Andere Agrarwissenschaften;Universität Klagenfurt;2018;0
FFG;Andere Agrarwissenschaften;Universität Klagenfurt;2017;0
FFG;Andere Agrarwissenschaften;Universität Klagenfurt;2016;0
FFG;Andere Geisteswissenschaften;Technische Universität Wien;2018;5551
FFG;Andere Geisteswissenschaften;Technische Universität Wien;2017;59131
FFG;Andere Geisteswissenschaften;Technische Universität Wien;2016;15111
FFG;Andere Geisteswissenschaften;Universität für Bodenkultur Wien;2018;0
FFG;Andere Geisteswissenschaften;Universität für Bodenkultur Wien;2017;166
FFG;Andere Geisteswissenschaften;Universität für Bodenkultur Wien;2016;0
FFG;Andere Geisteswissenschaften;Universität Klagenfurt;2018;0
FFG;Andere Geisteswissenschaften;Universität Klagenfurt;2017;0
FFG;Andere Geisteswissenschaften;Universität Klagenfurt;2016;0
FFG;Andere Geisteswissenschaften;Universität für Weiterbildung Krems;2018;2412
FFG;Andere Geisteswissenschaften;Universität für Weiterbildung Krems;2017;0
FFG;Andere Geisteswissenschaften;Universität für Weiterbildung Krems;2016;41992
FFG;Andere Humanmedizin, Gesundheitswissenschaften;Medizinische Universität Wien;2018;123918
FFG;Andere Humanmedizin, Gesundheitswissenschaften;Medizinische Universität Wien;2017;0
FFG;Andere Humanmedizin, Gesundheitswissenschaften;Medizinische Universität Wien;2016;17856
FFG;Andere Humanmedizin, Gesundheitswissenschaften;Medizinische Universität Graz;2018;161100
FFG;Andere Humanmedizin, Gesundheitswissenschaften;Medizinische Universität Graz;2017;86600
FFG;Andere Humanmedizin, Gesundheitswissenschaften;Medizinische Universität Graz;2016;149708
FFG;Andere Humanmedizin, Gesundheitswissenschaften;Medizinische Universität Innsbruck;2018;10339
FFG;Andere Humanmedizin, Gesundheitswissenschaften;Medizinische Universität Innsbruck;2017;19890
FFG;Andere Humanmedizin, Gesundheitswissenschaften;Medizinische Universität Innsbruck;2016;56035
FFG;Andere Humanmedizin, Gesundheitswissenschaften;Technische Universität Wien;2018;64165
FFG;Andere Humanmedizin, Gesundheitswissenschaften;Technische Universität Wien;2017;91489
FFG;Andere Humanmedizin, Gesundheitswissenschaften;Technische Universität Wien;2016;75893
FFG;Andere Humanmedizin, Gesundheitswissenschaften;Universität für Bodenkultur Wien;2018;7895
FFG;Andere Humanmedizin, Gesundheitswissenschaften;Universität für Bodenkultur Wien;2017;2231
FFG;Andere Humanmedizin, Gesundheitswissenschaften;Universität für Bodenkultur Wien;2016;12459
FFG;Andere Humanmedizin, Gesundheitswissenschaften;Universität für Weiterbildung Krems;2018;0
FFG;Andere Humanmedizin, Gesundheitswissenschaften;Universität für Weiterbildung Krems;2017;0
FFG;Andere Humanmedizin, Gesundheitswissenschaften;Universität für Weiterbildung Krems;2016;12500
FFG;Andere Naturwissenschaften;Universität Graz;2018;300082
FFG;Andere Naturwissenschaften;Universität Graz;2017;356288
FFG;Andere Naturwissenschaften;Universität Graz;2016;123921
FFG;Andere Naturwissenschaften;Technische Universität Wien;2018;283917
FFG;Andere Naturwissenschaften;Technische Universität Wien;2017;1009740
FFG;Andere Naturwissenschaften;Technische Universität Wien;2016;874542
FFG;Andere Naturwissenschaften;Technische Universität Graz;2018;438352
FFG;Andere Naturwissenschaften;Technische Universität Graz;2017;212236
FFG;Andere Naturwissenschaften;Technische Universität Graz;2016;4539
FFG;Andere Naturwissenschaften;Montanuniversität Leoben;2018;227223
FFG;Andere Naturwissenschaften;Montanuniversität Leoben;2017;615126
FFG;Andere Naturwissenschaften;Montanuniversität Leoben;2016;1008370
FFG;Andere Naturwissenschaften;Universität für Bodenkultur Wien;2018;86910
FFG;Andere Naturwissenschaften;Universität für Bodenkultur Wien;2017;233694
FFG;Andere Naturwissenschaften;Universität für Bodenkultur Wien;2016;137614
FFG;Andere Naturwissenschaften;Universität Linz;2018;13200
FFG;Andere Naturwissenschaften;Universität Linz;2017;0
FFG;Andere Naturwissenschaften;Universität Linz;2016;0
FFG;Andere Naturwissenschaften;Universität Klagenfurt;2018;0
FFG;Andere Naturwissenschaften;Universität Klagenfurt;2017;0
FFG;Andere Naturwissenschaften;Universität Klagenfurt;2016;3017
FFG;Andere Naturwissenschaften;Universität für angewandte Kunst Wien;2018;0
FFG;Andere Naturwissenschaften;Universität für angewandte Kunst Wien;2017;0
FFG;Andere Naturwissenschaften;Universität für angewandte Kunst Wien;2016;5000
FFG;Andere Sozialwissenschaften;Universität Wien;2018;20467
FFG;Andere Sozialwissenschaften;Universität Wien;2017;49578
FFG;Andere Sozialwissenschaften;Universität Wien;2016;43531
FFG;Andere Sozialwissenschaften;Medizinische Universität Graz;2018;0
FFG;Andere Sozialwissenschaften;Medizinische Universität Graz;2017;-949
FFG;Andere Sozialwissenschaften;Medizinische Universität Graz;2016;0
FFG;Andere Sozialwissenschaften;Technische Universität Wien;2018;39125
FFG;Andere Sozialwissenschaften;Technische Universität Wien;2017;129840
FFG;Andere Sozialwissenschaften;Technische Universität Wien;2016;159118
FFG;Andere Sozialwissenschaften;Technische Universität Graz;2018;99
FFG;Andere Sozialwissenschaften;Technische Universität Graz;2017;9692
FFG;Andere Sozialwissenschaften;Technische Universität Graz;2016;9549
FFG;Andere Sozialwissenschaften;Montanuniversität Leoben;2018;0
FFG;Andere Sozialwissenschaften;Montanuniversität Leoben;2017;0
FFG;Andere Sozialwissenschaften;Montanuniversität Leoben;2016;15640
FFG;Andere Sozialwissenschaften;Universität für Bodenkultur Wien;2018;11383
FFG;Andere Sozialwissenschaften;Universität für Bodenkultur Wien;2017;15071
FFG;Andere Sozialwissenschaften;Universität für Bodenkultur Wien;2016;44337
FFG;Andere Sozialwissenschaften;Universität Linz;2018;4800
FFG;Andere Sozialwissenschaften;Universität Linz;2017;0
FFG;Andere Sozialwissenschaften;Universität Linz;2016;0
FFG;Andere Sozialwissenschaften;Universität Klagenfurt;2018;7804
FFG;Andere Sozialwissenschaften;Universität Klagenfurt;2017;0
FFG;Andere Sozialwissenschaften;Universität Klagenfurt;2016;27500
FFG;Andere Sozialwissenschaften;Universität für Weiterbildung Krems;2018;72014
FFG;Andere Sozialwissenschaften;Universität für Weiterbildung Krems;2017;21134
FFG;Andere Sozialwissenschaften;Universität für Weiterbildung Krems;2016;134870
FFG;Andere Technische Wissenschaften;Universität Wien;2018;-13064
FFG;Andere Technische Wissenschaften;Universität Wien;2017;702
FFG;Andere Technische Wissenschaften;Universität Wien;2016;3298
FFG;Andere Technische Wissenschaften;Medizinische Universität Graz;2018;34016
FFG;Andere Technische Wissenschaften;Medizinische Universität Graz;2017;1396
FFG;Andere Technische Wissenschaften;Medizinische Universität Graz;2016;5342
FFG;Andere Technische Wissenschaften;Medizinische Universität Innsbruck;2018;0
FFG;Andere Technische Wissenschaften;Medizinische Universität Innsbruck;2017;0
FFG;Andere Technische Wissenschaften;Medizinische Universität Innsbruck;2016;6462
FFG;Andere Technische Wissenschaften;Universität Salzburg;2018;0
FFG;Andere Technische Wissenschaften;Universität Salzburg;2017;0
FFG;Andere Technische Wissenschaften;Universität Salzburg;2016;36411
FFG;Andere Technische Wissenschaften;Technische Universität Wien;2018;1425502
FFG;Andere Technische Wissenschaften;Technische Universität Wien;2017;1913575
FFG;Andere Technische Wissenschaften;Technische Universität Wien;2016;1801294
FFG;Andere Technische Wissenschaften;Technische Universität Graz;2018;435150
FFG;Andere Technische Wissenschaften;Technische Universität Graz;2017;418074
FFG;Andere Technische Wissenschaften;Technische Universität Graz;2016;879564
FFG;Andere Technische Wissenschaften;Montanuniversität Leoben;2018;4079175
FFG;Andere Technische Wissenschaften;Montanuniversität Leoben;2017;4851614
FFG;Andere Technische Wissenschaften;Montanuniversität Leoben;2016;4873092
FFG;Andere Technische Wissenschaften;Universität für Bodenkultur Wien;2018;201605
FFG;Andere Technische Wissenschaften;Universität für Bodenkultur Wien;2017;226945
FFG;Andere Technische Wissenschaften;Universität für Bodenkultur Wien;2016;127256
FFG;Andere Technische Wissenschaften;Universität Klagenfurt;2018;0
FFG;Andere Technische Wissenschaften;Universität Klagenfurt;2017;0
FFG;Andere Technische Wissenschaften;Universität Klagenfurt;2016;0
FFG;Andere Technische Wissenschaften;Universität für Weiterbildung Krems;2018;14255
FFG;Andere Technische Wissenschaften;Universität für Weiterbildung Krems;2017;22231
FFG;Andere Technische Wissenschaften;Universität für Weiterbildung Krems;2016;122761
FFG;Architektur;Universität für angewandte Kunst Wien;2018;39564
FFG;Architektur;Universität für angewandte Kunst Wien;2017;84787
FFG;Architektur;Universität für angewandte Kunst Wien;2016;27374
FFG;Architektur;Universität für Weiterbildung Krems;2018;5826
FFG;Architektur;Universität für Weiterbildung Krems;2017;0
FFG;Architektur;Universität für Weiterbildung Krems;2016;695
FFG;Bauwesen;Universität Wien;2018;0
FFG;Bauwesen;Universität Wien;2017;3
FFG;Bauwesen;Universität Wien;2016;11140
FFG;Bauwesen;Universität Innsbruck;2018;1179478
FFG;Bauwesen;Universität Innsbruck;2017;1328567
FFG;Bauwesen;Universität Innsbruck;2016;756379
FFG;Bauwesen;Technische Universität Wien;2018;1691994
FFG;Bauwesen;Technische Universität Wien;2017;1786007
FFG;Bauwesen;Technische Universität Wien;2016;1716209
FFG;Bauwesen;Technische Universität Graz;2018;1671145
FFG;Bauwesen;Technische Universität Graz;2017;1827495
FFG;Bauwesen;Technische Universität Graz;2016;1745527
FFG;Bauwesen;Montanuniversität Leoben;2018;1500489
FFG;Bauwesen;Montanuniversität Leoben;2017;870108
FFG;Bauwesen;Montanuniversität Leoben;2016;426945
FFG;Bauwesen;Universität für Bodenkultur Wien;2018;192236
FFG;Bauwesen;Universität für Bodenkultur Wien;2017;161385
FFG;Bauwesen;Universität für Bodenkultur Wien;2016;199903
FFG;Bauwesen;Universität Klagenfurt;2018;0
FFG;Bauwesen;Universität Klagenfurt;2017;0
FFG;Bauwesen;Universität Klagenfurt;2016;0
FFG;Bauwesen;Universität für Weiterbildung Krems;2018;60863
FFG;Bauwesen;Universität für Weiterbildung Krems;2017;19805
FFG;Bauwesen;Universität für Weiterbildung Krems;2016;42233
FFG;Biologie;Universität Wien;2018;518822
FFG;Biologie;Universität Wien;2017;787819
FFG;Biologie;Universität Wien;2016;369982
FFG;Biologie;Universität Graz;2018;287969
FFG;Biologie;Universität Graz;2017;257367
FFG;Biologie;Universität Graz;2016;97814
FFG;Biologie;Universität Innsbruck;2018;318970
FFG;Biologie;Universität Innsbruck;2017;451330
FFG;Biologie;Universität Innsbruck;2016;265751
FFG;Biologie;Medizinische Universität Graz;2018;98975
FFG;Biologie;Medizinische Universität Graz;2017;118273
FFG;Biologie;Medizinische Universität Graz;2016;138418
FFG;Biologie;Medizinische Universität Innsbruck;2018;19634
FFG;Biologie;Medizinische Universität Innsbruck;2017;12972
FFG;Biologie;Medizinische Universität Innsbruck;2016;600
FFG;Biologie;Universität Salzburg;2018;17943
FFG;Biologie;Universität Salzburg;2017;98146
FFG;Biologie;Universität Salzburg;2016;65872
FFG;Biologie;Technische Universität Wien;2018;392846
FFG;Biologie;Technische Universität Wien;2017;143055
FFG;Biologie;Technische Universität Wien;2016;120689
FFG;Biologie;Technische Universität Graz;2018;0
FFG;Biologie;Technische Universität Graz;2017;20793
FFG;Biologie;Technische Universität Graz;2016;11820
FFG;Biologie;Universität für Bodenkultur Wien;2018;123271
FFG;Biologie;Universität für Bodenkultur Wien;2017;119934
FFG;Biologie;Universität für Bodenkultur Wien;2016;240007
FFG;Biologie;Veterinärmedizinische Universität Wien;2018;31396
FFG;Biologie;Veterinärmedizinische Universität Wien;2017;0
FFG;Biologie;Veterinärmedizinische Universität Wien;2016;0
FFG;Biologie;Universität Klagenfurt;2018;0
FFG;Biologie;Universität Klagenfurt;2017;0
FFG;Biologie;Universität Klagenfurt;2016;3017
FFG;Biologie;Universität für Weiterbildung Krems;2018;0
FFG;Biologie;Universität für Weiterbildung Krems;2017;0
FFG;Biologie;Universität für Weiterbildung Krems;2016;208230
FFG;Chemie;Universität Wien;2018;188340
FFG;Chemie;Universität Wien;2017;111154
FFG;Chemie;Universität Wien;2016;141427
FFG;Chemie;Universität Graz;2018;111820
FFG;Chemie;Universität Graz;2017;143596
FFG;Chemie;Universität Graz;2016;193848
FFG;Chemie;Universität Innsbruck;2018;1098296
FFG;Chemie;Universität Innsbruck;2017;693731
FFG;Chemie;Universität Innsbruck;2016;1164608
FFG;Chemie;Medizinische Universität Graz;2018;31746
FFG;Chemie;Medizinische Universität Graz;2017;30110
FFG;Chemie;Medizinische Universität Graz;2016;42123
FFG;Chemie;Medizinische Universität Innsbruck;2018;6865
FFG;Chemie;Medizinische Universität Innsbruck;2017;0
FFG;Chemie;Medizinische Universität Innsbruck;2016;6462
FFG;Chemie;Universität Salzburg;2018;0
FFG;Chemie;Universität Salzburg;2017;0
FFG;Chemie;Universität Salzburg;2016;90863
FFG;Chemie;Technische Universität Wien;2018;694978
FFG;Chemie;Technische Universität Wien;2017;742055
FFG;Chemie;Technische Universität Wien;2016;592117
FFG;Chemie;Technische Universität Graz;2018;1676639
FFG;Chemie;Technische Universität Graz;2017;2090369
FFG;Chemie;Technische Universität Graz;2016;2157969
FFG;Chemie;Montanuniversität Leoben;2018;509059
FFG;Chemie;Montanuniversität Leoben;2017;556817
FFG;Chemie;Montanuniversität Leoben;2016;458713
FFG;Chemie;Universität für Bodenkultur Wien;2018;42402
FFG;Chemie;Universität für Bodenkultur Wien;2017;469339
FFG;Chemie;Universität für Bodenkultur Wien;2016;149641
FFG;Chemie;Universität Linz;2018;695005
FFG;Chemie;Universität Linz;2017;423122
FFG;Chemie;Universität Linz;2016;717467
FFG;Chemische Verfahrenstechnik;Technische Universität Wien;2018;657395
FFG;Chemische Verfahrenstechnik;Technische Universität Wien;2017;341033
FFG;Chemische Verfahrenstechnik;Technische Universität Wien;2016;340033
FFG;Chemische Verfahrenstechnik;Technische Universität Graz;2018;1072873
FFG;Chemische Verfahrenstechnik;Technische Universität Graz;2017;286900
FFG;Chemische Verfahrenstechnik;Technische Universität Graz;2016;110575
FFG;Chemische Verfahrenstechnik;Montanuniversität Leoben;2018;603841
FFG;Chemische Verfahrenstechnik;Montanuniversität Leoben;2017;241408
FFG;Chemische Verfahrenstechnik;Montanuniversität Leoben;2016;131590
FFG;Chemische Verfahrenstechnik;Universität für Bodenkultur Wien;2018;104152
FFG;Chemische Verfahrenstechnik;Universität für Bodenkultur Wien;2017;84315
FFG;Chemische Verfahrenstechnik;Universität für Bodenkultur Wien;2016;99768
FFG;Chemische Verfahrenstechnik;Universität Linz;2018;179929
FFG;Chemische Verfahrenstechnik;Universität Linz;2017;145598
FFG;Chemische Verfahrenstechnik;Universität Linz;2016;294863
FFG;Computermusik;Universität für Musik und darstellende Kunst Graz;2018;21523
FFG;Design;Universität für angewandte Kunst Wien;2018;12500
FFG;Elektrotechnik, Elektronik, Informationstechnik;Universität Wien;2018;40458
FFG;Elektrotechnik, Elektronik, Informationstechnik;Universität Wien;2017;36160
FFG;Elektrotechnik, Elektronik, Informationstechnik;Universität Wien;2016;10848
FFG;Elektrotechnik, Elektronik, Informationstechnik;Universität Innsbruck;2018;290746
FFG;Elektrotechnik, Elektronik, Informationstechnik;Universität Innsbruck;2017;84003
FFG;Elektrotechnik, Elektronik, Informationstechnik;Universität Innsbruck;2016;0
FFG;Elektrotechnik, Elektronik, Informationstechnik;Medizinische Universität Graz;2018;39012
