funder;fos;university;year;funding
Jubiläumsfonds der ÖNB;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Innsbruck;2017;0
Jubiläumsfonds der ÖNB;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Innsbruck;2016;8929
Jubiläumsfonds der ÖNB;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Medizinische Universität Wien;2018;1384732
Jubiläumsfonds der ÖNB;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Medizinische Universität Wien;2017;1758495
Jubiläumsfonds der ÖNB;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Medizinische Universität Wien;2016;2090440
Jubiläumsfonds der ÖNB;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Medizinische Universität Graz;2018;527857
Jubiläumsfonds der ÖNB;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Medizinische Universität Graz;2017;423114
Jubiläumsfonds der ÖNB;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Medizinische Universität Graz;2016;928308
Jubiläumsfonds der ÖNB;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Medizinische Universität Innsbruck;2018;429220
Jubiläumsfonds der ÖNB;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Medizinische Universität Innsbruck;2017;660159
Jubiläumsfonds der ÖNB;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Medizinische Universität Innsbruck;2016;771099
Jubiläumsfonds der ÖNB;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Klagenfurt;2018;21318
Jubiläumsfonds der ÖNB;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Klagenfurt;2017;26500
Jubiläumsfonds der ÖNB;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Klagenfurt;2016;0
Jubiläumsfonds der ÖNB;MUSIK;Universität Mozarteum Salzburg;2018;2000
Jubiläumsfonds der ÖNB;MUSIK;Universität Mozarteum Salzburg;2017;2000
Jubiläumsfonds der ÖNB;NATURWISSENSCHAFTEN;Universität Wien;2018;1014
Jubiläumsfonds der ÖNB;NATURWISSENSCHAFTEN;Universität Wien;2017;57052
Jubiläumsfonds der ÖNB;NATURWISSENSCHAFTEN;Universität Wien;2016;109122
Jubiläumsfonds der ÖNB;NATURWISSENSCHAFTEN;Universität Graz;2018;63042
Jubiläumsfonds der ÖNB;NATURWISSENSCHAFTEN;Universität Graz;2017;70487
Jubiläumsfonds der ÖNB;NATURWISSENSCHAFTEN;Universität Graz;2016;47164
Jubiläumsfonds der ÖNB;NATURWISSENSCHAFTEN;Medizinische Universität Graz;2018;122071
Jubiläumsfonds der ÖNB;NATURWISSENSCHAFTEN;Medizinische Universität Graz;2017;49373
Jubiläumsfonds der ÖNB;NATURWISSENSCHAFTEN;Medizinische Universität Graz;2016;92400
Jubiläumsfonds der ÖNB;NATURWISSENSCHAFTEN;Medizinische Universität Innsbruck;2018;6300
Jubiläumsfonds der ÖNB;NATURWISSENSCHAFTEN;Medizinische Universität Innsbruck;2017;65589
Jubiläumsfonds der ÖNB;NATURWISSENSCHAFTEN;Medizinische Universität Innsbruck;2016;55544
Jubiläumsfonds der ÖNB;NATURWISSENSCHAFTEN;Universität Salzburg;2018;0
Jubiläumsfonds der ÖNB;NATURWISSENSCHAFTEN;Universität Salzburg;2017;57804
Jubiläumsfonds der ÖNB;NATURWISSENSCHAFTEN;Universität Salzburg;2016;30000
Jubiläumsfonds der ÖNB;NATURWISSENSCHAFTEN;Technische Universität Wien;2018;75183
Jubiläumsfonds der ÖNB;NATURWISSENSCHAFTEN;Technische Universität Wien;2017;57010
Jubiläumsfonds der ÖNB;NATURWISSENSCHAFTEN;Technische Universität Wien;2016;91575
Jubiläumsfonds der ÖNB;NATURWISSENSCHAFTEN;Universität für Bodenkultur Wien;2018;-657
Jubiläumsfonds der ÖNB;NATURWISSENSCHAFTEN;Universität für Bodenkultur Wien;2017;0
Jubiläumsfonds der ÖNB;NATURWISSENSCHAFTEN;Universität für Bodenkultur Wien;2016;0
Jubiläumsfonds der ÖNB;NATURWISSENSCHAFTEN;Wirtschaftsuniversität Wien;2018;136569
Jubiläumsfonds der ÖNB;NATURWISSENSCHAFTEN;Wirtschaftsuniversität Wien;2017;0
Jubiläumsfonds der ÖNB;NATURWISSENSCHAFTEN;Wirtschaftsuniversität Wien;2016;0
Jubiläumsfonds der ÖNB;NATURWISSENSCHAFTEN;Universität Klagenfurt;2018;23865
Jubiläumsfonds der ÖNB;NATURWISSENSCHAFTEN;Universität Klagenfurt;2017;9250
Jubiläumsfonds der ÖNB;NATURWISSENSCHAFTEN;Universität Klagenfurt;2016;8250
Jubiläumsfonds der ÖNB;SOZIALWISSENSCHAFTEN;Universität Wien;2018;567302
Jubiläumsfonds der ÖNB;SOZIALWISSENSCHAFTEN;Universität Wien;2017;582757
Jubiläumsfonds der ÖNB;SOZIALWISSENSCHAFTEN;Universität Wien;2016;476139
Jubiläumsfonds der ÖNB;SOZIALWISSENSCHAFTEN;Universität Graz;2018;801437
Jubiläumsfonds der ÖNB;SOZIALWISSENSCHAFTEN;Universität Graz;2017;520484
Jubiläumsfonds der ÖNB;SOZIALWISSENSCHAFTEN;Universität Graz;2016;438254
Jubiläumsfonds der ÖNB;SOZIALWISSENSCHAFTEN;Universität Innsbruck;2018;37247
Jubiläumsfonds der ÖNB;SOZIALWISSENSCHAFTEN;Universität Innsbruck;2017;50146
Jubiläumsfonds der ÖNB;SOZIALWISSENSCHAFTEN;Universität Innsbruck;2016;99536
Jubiläumsfonds der ÖNB;SOZIALWISSENSCHAFTEN;Medizinische Universität Wien;2018;-7349
Jubiläumsfonds der ÖNB;SOZIALWISSENSCHAFTEN;Medizinische Universität Wien;2017;19723
Jubiläumsfonds der ÖNB;SOZIALWISSENSCHAFTEN;Medizinische Universität Wien;2016;24000
Jubiläumsfonds der ÖNB;SOZIALWISSENSCHAFTEN;Medizinische Universität Graz;2018;23500
Jubiläumsfonds der ÖNB;SOZIALWISSENSCHAFTEN;Medizinische Universität Graz;2017;13000
Jubiläumsfonds der ÖNB;SOZIALWISSENSCHAFTEN;Medizinische Universität Graz;2016;-653
Jubiläumsfonds der ÖNB;SOZIALWISSENSCHAFTEN;Medizinische Universität Innsbruck;2018;0
Jubiläumsfonds der ÖNB;SOZIALWISSENSCHAFTEN;Medizinische Universität Innsbruck;2017;6
Jubiläumsfonds der ÖNB;SOZIALWISSENSCHAFTEN;Medizinische Universität Innsbruck;2016;12785
Jubiläumsfonds der ÖNB;SOZIALWISSENSCHAFTEN;Universität Salzburg;2018;0
Jubiläumsfonds der ÖNB;SOZIALWISSENSCHAFTEN;Universität Salzburg;2017;19668
Jubiläumsfonds der ÖNB;SOZIALWISSENSCHAFTEN;Universität Salzburg;2016;94444
Jubiläumsfonds der ÖNB;SOZIALWISSENSCHAFTEN;Technische Universität Wien;2018;36830
Jubiläumsfonds der ÖNB;SOZIALWISSENSCHAFTEN;Technische Universität Wien;2017;27700
Jubiläumsfonds der ÖNB;SOZIALWISSENSCHAFTEN;Technische Universität Wien;2016;47644
Jubiläumsfonds der ÖNB;SOZIALWISSENSCHAFTEN;Universität für Bodenkultur Wien;2018;71343
Jubiläumsfonds der ÖNB;SOZIALWISSENSCHAFTEN;Universität für Bodenkultur Wien;2017;32496
Jubiläumsfonds der ÖNB;SOZIALWISSENSCHAFTEN;Universität für Bodenkultur Wien;2016;39754
Jubiläumsfonds der ÖNB;SOZIALWISSENSCHAFTEN;Wirtschaftsuniversität Wien;2018;757612
Jubiläumsfonds der ÖNB;SOZIALWISSENSCHAFTEN;Wirtschaftsuniversität Wien;2017;838862
Jubiläumsfonds der ÖNB;SOZIALWISSENSCHAFTEN;Wirtschaftsuniversität Wien;2016;647361
Jubiläumsfonds der ÖNB;SOZIALWISSENSCHAFTEN;Universität Linz;2018;209176
Jubiläumsfonds der ÖNB;SOZIALWISSENSCHAFTEN;Universität Linz;2017;228269
Jubiläumsfonds der ÖNB;SOZIALWISSENSCHAFTEN;Universität Linz;2016;120151
Jubiläumsfonds der ÖNB;SOZIALWISSENSCHAFTEN;Universität Klagenfurt;2018;270508
Jubiläumsfonds der ÖNB;SOZIALWISSENSCHAFTEN;Universität Klagenfurt;2017;287341
Jubiläumsfonds der ÖNB;SOZIALWISSENSCHAFTEN;Universität Klagenfurt;2016;276500
Jubiläumsfonds der ÖNB;SOZIALWISSENSCHAFTEN;Universität für Weiterbildung Krems;2018;144400
Jubiläumsfonds der ÖNB;SOZIALWISSENSCHAFTEN;Universität für Weiterbildung Krems;2017;53043
Jubiläumsfonds der ÖNB;SOZIALWISSENSCHAFTEN;Universität für Weiterbildung Krems;2016;0
Jubiläumsfonds der ÖNB;TECHNISCHE WISSENSCHAFTEN;Universität Wien;2018;0
Jubiläumsfonds der ÖNB;TECHNISCHE WISSENSCHAFTEN;Universität Wien;2017;9869
Jubiläumsfonds der ÖNB;TECHNISCHE WISSENSCHAFTEN;Universität Wien;2016;16835
Jubiläumsfonds der ÖNB;TECHNISCHE WISSENSCHAFTEN;Universität Innsbruck;2018;0
Jubiläumsfonds der ÖNB;TECHNISCHE WISSENSCHAFTEN;Universität Innsbruck;2017;0
Jubiläumsfonds der ÖNB;TECHNISCHE WISSENSCHAFTEN;Universität Innsbruck;2016;0
Jubiläumsfonds der ÖNB;TECHNISCHE WISSENSCHAFTEN;Medizinische Universität Wien;2018;-1723
Jubiläumsfonds der ÖNB;TECHNISCHE WISSENSCHAFTEN;Medizinische Universität Wien;2017;0
Jubiläumsfonds der ÖNB;TECHNISCHE WISSENSCHAFTEN;Medizinische Universität Wien;2016;-2060
Jubiläumsfonds der ÖNB;TECHNISCHE WISSENSCHAFTEN;Medizinische Universität Graz;2018;56400
Jubiläumsfonds der ÖNB;TECHNISCHE WISSENSCHAFTEN;Medizinische Universität Graz;2017;0
Jubiläumsfonds der ÖNB;TECHNISCHE WISSENSCHAFTEN;Medizinische Universität Graz;2016;0
Jubiläumsfonds der ÖNB;TECHNISCHE WISSENSCHAFTEN;Technische Universität Wien;2018;33537
Jubiläumsfonds der ÖNB;TECHNISCHE WISSENSCHAFTEN;Technische Universität Wien;2017;18113
Jubiläumsfonds der ÖNB;TECHNISCHE WISSENSCHAFTEN;Technische Universität Wien;2016;12369
Jubiläumsfonds der ÖNB;TECHNISCHE WISSENSCHAFTEN;Technische Universität Graz;2018;45000
Jubiläumsfonds der ÖNB;TECHNISCHE WISSENSCHAFTEN;Technische Universität Graz;2017;0
Jubiläumsfonds der ÖNB;TECHNISCHE WISSENSCHAFTEN;Technische Universität Graz;2016;0
Jubiläumsfonds der ÖNB;TECHNISCHE WISSENSCHAFTEN;Universität für Bodenkultur Wien;2018;28380
Jubiläumsfonds der ÖNB;TECHNISCHE WISSENSCHAFTEN;Universität für Bodenkultur Wien;2017;32000
Jubiläumsfonds der ÖNB;TECHNISCHE WISSENSCHAFTEN;Universität für Bodenkultur Wien;2016;0
Jubiläumsfonds der ÖNB;TECHNISCHE WISSENSCHAFTEN;Universität Klagenfurt;2018;0
Jubiläumsfonds der ÖNB;TECHNISCHE WISSENSCHAFTEN;Universität Klagenfurt;2017;0
Jubiläumsfonds der ÖNB;TECHNISCHE WISSENSCHAFTEN;Universität Klagenfurt;2016;0
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Universität für Bodenkultur Wien;2018;479192
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Universität für Bodenkultur Wien;2017;688731
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Universität für Bodenkultur Wien;2016;423136
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Veterinärmedizinische Universität Wien;2018;732213
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Veterinärmedizinische Universität Wien;2017;107623
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Veterinärmedizinische Universität Wien;2016;853681
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Universität Klagenfurt;2018;17585
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Universität Klagenfurt;2017;23260
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Universität Klagenfurt;2016;13719
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);BILDENDE KUNST / GESTALTENDE KUNST;Universität für angewandte Kunst Wien;2018;93439
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);BILDENDE KUNST / GESTALTENDE KUNST;Universität für angewandte Kunst Wien;2017;143541
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);BILDENDE KUNST / GESTALTENDE KUNST;Universität für angewandte Kunst Wien;2016;141941
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);BILDENDE KUNST / GESTALTENDE KUNST;Universität für künstlerische und industrielle Gestaltung Linz;2018;80673
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);BILDENDE KUNST / GESTALTENDE KUNST;Universität für künstlerische und industrielle Gestaltung Linz;2017;3500
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);BILDENDE KUNST / GESTALTENDE KUNST;Universität für künstlerische und industrielle Gestaltung Linz;2016;9649
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);BILDENDE KUNST / GESTALTENDE KUNST;Akademie der bildenden Künste Wien;2018;179974
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);BILDENDE KUNST / GESTALTENDE KUNST;Akademie der bildenden Künste Wien;2017;219282
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);BILDENDE KUNST / GESTALTENDE KUNST;Akademie der bildenden Künste Wien;2016;22476
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);DARSTELLENDE KUNST;Universität Linz;2018;45000
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);DARSTELLENDE KUNST;Universität Linz;2017;20500
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);DARSTELLENDE KUNST;Universität Linz;2016;26562
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);DARSTELLENDE KUNST;Universität für Musik und darstellende Kunst Wien;2018;300
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);DARSTELLENDE KUNST;Universität für Musik und darstellende Kunst Wien;2017;0
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);DARSTELLENDE KUNST;Universität für Musik und darstellende Kunst Wien;2016;0
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);DARSTELLENDE KUNST;Universität Mozarteum Salzburg;2018;5000
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);DARSTELLENDE KUNST;Universität Mozarteum Salzburg;2017;0
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);DARSTELLENDE KUNST;Universität Mozarteum Salzburg;2016;0
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);DARSTELLENDE KUNST;Universität für Musik und darstellende Kunst Graz;2018;0
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);DARSTELLENDE KUNST;Universität für Musik und darstellende Kunst Graz;2017;83528
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);DARSTELLENDE KUNST;Universität für Musik und darstellende Kunst Graz;2016;33614
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);GEISTESWISSENSCHAFTEN;Universität Wien;2018;304233
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);GEISTESWISSENSCHAFTEN;Universität Wien;2017;280422
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);GEISTESWISSENSCHAFTEN;Universität Wien;2016;369349
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);GEISTESWISSENSCHAFTEN;Universität Graz;2018;465707
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);GEISTESWISSENSCHAFTEN;Universität Graz;2017;137805
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);GEISTESWISSENSCHAFTEN;Universität Graz;2016;173411
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);GEISTESWISSENSCHAFTEN;Universität Innsbruck;2018;549361
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);GEISTESWISSENSCHAFTEN;Universität Innsbruck;2017;233166
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);GEISTESWISSENSCHAFTEN;Universität Innsbruck;2016;527937
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);GEISTESWISSENSCHAFTEN;Universität Salzburg;2018;313297
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);GEISTESWISSENSCHAFTEN;Universität Salzburg;2017;516780
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);GEISTESWISSENSCHAFTEN;Universität Salzburg;2016;305703
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);GEISTESWISSENSCHAFTEN;Technische Universität Wien;2018;213718
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);GEISTESWISSENSCHAFTEN;Technische Universität Wien;2017;39539
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);GEISTESWISSENSCHAFTEN;Technische Universität Wien;2016;0
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);GEISTESWISSENSCHAFTEN;Technische Universität Graz;2018;326
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);GEISTESWISSENSCHAFTEN;Technische Universität Graz;2017;5010
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);GEISTESWISSENSCHAFTEN;Technische Universität Graz;2016;3754
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);GEISTESWISSENSCHAFTEN;Universität für Bodenkultur Wien;2018;12443
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);GEISTESWISSENSCHAFTEN;Universität für Bodenkultur Wien;2017;12029
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);GEISTESWISSENSCHAFTEN;Universität für Bodenkultur Wien;2016;1160
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);GEISTESWISSENSCHAFTEN;Veterinärmedizinische Universität Wien;2018;57329
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);GEISTESWISSENSCHAFTEN;Veterinärmedizinische Universität Wien;2017;0
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);GEISTESWISSENSCHAFTEN;Veterinärmedizinische Universität Wien;2016;0
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);GEISTESWISSENSCHAFTEN;Universität Linz;2018;0
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);GEISTESWISSENSCHAFTEN;Universität Linz;2017;20000
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);GEISTESWISSENSCHAFTEN;Universität Linz;2016;22000
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);GEISTESWISSENSCHAFTEN;Universität Klagenfurt;2018;6853
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);GEISTESWISSENSCHAFTEN;Universität Klagenfurt;2017;2963
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);GEISTESWISSENSCHAFTEN;Universität Klagenfurt;2016;2203
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);GEISTESWISSENSCHAFTEN;Universität für Musik und darstellende Kunst Graz;2018;46365
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);GEISTESWISSENSCHAFTEN;Universität für Musik und darstellende Kunst Graz;2017;4080
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);GEISTESWISSENSCHAFTEN;Universität für Musik und darstellende Kunst Graz;2016;10067
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);GEISTESWISSENSCHAFTEN;Akademie der bildenden Künste Wien;2018;852
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);GEISTESWISSENSCHAFTEN;Akademie der bildenden Künste Wien;2017;3031
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);GEISTESWISSENSCHAFTEN;Akademie der bildenden Künste Wien;2016;123891
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Wien;2018;167289
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Wien;2017;213443
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Wien;2016;109340
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Graz;2018;7849
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Graz;2017;-4000
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Graz;2016;16464
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Innsbruck;2018;142386
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Innsbruck;2017;94323
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Innsbruck;2016;60249
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Medizinische Universität Wien;2018;394125
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Medizinische Universität Wien;2017;1544166
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Medizinische Universität Wien;2016;2171044
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Medizinische Universität Graz;2018;335619
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Medizinische Universität Graz;2017;392451
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Medizinische Universität Graz;2016;305318
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Medizinische Universität Innsbruck;2018;1953000
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Medizinische Universität Innsbruck;2017;853789
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Medizinische Universität Innsbruck;2016;745003
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Salzburg;2018;127795
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Salzburg;2017;210276
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Salzburg;2016;169620
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Technische Universität Wien;2018;67204
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Technische Universität Wien;2017;0
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Technische Universität Wien;2016;0
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Technische Universität Graz;2018;36166
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Technische Universität Graz;2017;26904
sonstige öffentlich-rechtliche Einrichtungen (Körperschaften, Stiftungen, Fonds etc.);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Technische Universität Graz;2016;82733
